# done: z --> m, and m in the n slot

# done: U --> (U << 24) | ((log2(N) - 3) << 20)  // variants: s8/s16/s32/u8/u16/u32
# done: u --> ((log2(N) - 3) << 20)              // variants: 8/16/32
# done: i --> ((log2(N) - 3) << 18)              // variants: 8/16/32
# done: I --> ((log2(N) - 3) << 6)               // variants: 8/16/32
# done: O --> ((log2(N) - 3) << 10)              // variants: 8/16/32

# j = Dm[x] 16 --> ((m & 0x7) | ((x & 0x3) << 3)) --> Dm
# J = Dm[x] 32 --> ((m & 0xF) | ((x & 0x1) << 4)) --> Dm

# x = L:imm6 8/16/32/64, (imm)
# y = L:imm6 8/16/32/64, (N-imm)

vhadd._3,1111 0010 0000 0000 0000 0000 0100 0000,QdnmU
vhadd._3,1111 0010 0000 0000 0000 0000 0000 0000,GdnmU
vhsub._3,1111 0010 0000 0000 0000 0010 0100 0000,QdnmU
vhsub._3,1111 0010 0000 0000 0000 0010 0000 0000,GdnmU
vqadd._3,1111 0010 0000 0000 0000 0000 0101 0000,QdnmU
vqadd._3,1111 0010 0000 0000 0000 0000 0001 0000,GdnmU
vqsub._3,1111 0010 0000 0000 0000 0010 0101 0000,QdnmU
vqsub._3,1111 0010 0000 0000 0000 0010 0001 0000,GdnmU
vrhadd._3,1111 0010 0000 0000 0000 0001 0100 0000,QdnmU
vrhadd._3,1111 0010 0000 0000 0000 0001 0000 0000,GdnmU
vand_3,1111 0010 0000 0000 0000 0001 0101 0000,Qdnm
vand_3,1111 0010 0000 0000 0000 0001 0001 0000,Gdnm
vbic_3,1111 0010 0001 0000 0000 0001 0101 0000,Qdnm
vbic_3,1111 0010 0001 0000 0000 0001 0001 0000,Gdnm
vorr_3,1111 0010 0010 0000 0000 0001 0101 0000,Qdnm
vorr_3,1111 0010 0010 0000 0000 0001 0001 0000,Gdnm
vmov_2,1111 0010 0010 0000 0000 0001 0101 0000,Qdz
vmov_2,1111 0010 0010 0000 0000 0001 0001 0000,Gdz
vorn_3,1111 0010 0011 0000 0000 0001 0101 0000,Qdnm
vorn_3,1111 0010 0011 0000 0000 0001 0001 0000,Gdnm
veor_3,1111 0011 0000 0000 0000 0001 0101 0000,Qdnm
veor_3,1111 0011 0000 0000 0000 0001 0001 0000,Gdnm
vbsl_3,1111 0010 0001 0000 0000 0001 0101 0000,Qdnm
vbsl_3,1111 0010 0001 0000 0000 0001 0001 0000,Gdnm
vbit_3,1111 0010 0010 0000 0000 0001 0101 0000,Qdnm
vbit_3,1111 0010 0010 0000 0000 0001 0001 0000,Gdnm
vbif_3,1111 0010 0011 0000 0000 0001 0101 0000,Qdnm
vbif_3,1111 0010 0011 0000 0000 0001 0001 0000,Gdnm
vcgt._3,1111 0010 0000 0000 0000 0011 0100 0000,QdnmU
vcgt._3,1111 0010 0000 0000 0000 0011 0000 0000,GdnmU
vcge._3,1111 0010 0000 0000 0000 0011 0101 0000,QdnmU
vcge._3,1111 0010 0000 0000 0000 0011 0001 0000,GdnmU
vshl._3,1111 0010 0000 0000 0000 0100 0100 0000,QdnmU
vshl._3,1111 0010 0000 0000 0000 0100 0000 0000,GdnmU
vqshl._3,1111 0010 0000 0000 0000 0100 0101 0000,QdnmU
vqshl._3,1111 0010 0000 0000 0000 0100 0001 0000,GdnmU
vrshl._3,1111 0010 0000 0000 0000 0101 0100 0000,QdnmU
vrshl._3,1111 0010 0000 0000 0000 0101 0000 0000,GdnmU
vqrshl._3,1111 0010 0000 0000 0000 0101 0101 0000,QdnmU
vqrshl._3,1111 0010 0000 0000 0000 0101 0001 0000,GdnmU
vmax._3,1111 0010 0000 0000 0000 0110 0100 0000,QdnmU
vmax._3,1111 0010 0000 0000 0000 0110 0000 0000,GdnmU
vmin._3,1111 0010 0000 0000 0000 0110 0101 0000,QdnmU
vmin._3,1111 0010 0000 0000 0000 0110 0001 0000,GdnmU
vabd._3,1111 0010 0000 0000 0000 0111 0100 0000,QdnmU
vabd._3,1111 0010 0000 0000 0000 0111 0000 0000,GdnmU
vabdl._3,1111 0010 1000 0000 0000 0111 0000 0000,QdGnmU
vaba._3,1111 0010 0000 0000 0000 0111 0101 0000,QdnmU
vaba._3,1111 0010 0000 0000 0000 0111 0001 0000,GdnmU
vabal._3,1111 0010 1000 0000 0000 0101 0000 0000,QdGnmU

vadd.i_3,1111 0010 0000 0000 0000 1000 0100 0000,Qdnmu
vadd.i_3,1111 0010 0000 0000 0000 1000 0000 0000,Gdnmu
vadd.i64_3,1111 0010 0011 0000 0000 1000 0100 0000,Qdnm
vadd.i64_3,1111 0010 0011 0000 0000 1000 0000 0000,Gdnm
vsub.i_3,1111 0011 0000 0000 0000 1000 0100 0000,Qdnmu
vsub.i_3,1111 0011 0000 0000 0000 1000 0000 0000,Gdnmu
vsub.i64_3,1111 0011 0011 0000 0000 1000 0100 0000,Qdnm
vsub.i64_3,1111 0011 0011 0000 0000 1000 0000 0000,Gdnm
vtst.i_3,1111 0010 0000 0000 0000 1000 0101 0000,Qdnmu
vtst.i_3,1111 0010 0000 0000 0000 1000 0001 0000,Gdnmu
vceq.i_3,1111 0011 0000 0000 0000 1000 0101 0000,Qdnmu
vceq.i_3,1111 0011 0000 0000 0000 1000 0001 0000,Gdnmu

vmla.i_3,1111 0010 0000 0000 0000 1001 0100 0000,Qdnmu
vmla.i_3,1111 0010 0000 0000 0000 1001 0000 0000,Gdnmu
vmlal._3,1111 0010 1000 0000 1000 1000 0000 0000,QdGnmU
vmls.i_3,1111 0011 0000 0000 0000 1001 0100 0000,Qdnmu
vmls.i_3,1111 0011 0000 0000 0000 1001 0000 0000,Gdnmu
vmlsl._3,1111 0010 1000 0000 1000 1010 0000 0000,QdGnmU
vmul.i_3,1111 0010 0000 0000 0000 1001 0101 0000,Qdnmu
vmul.i_3,1111 0010 0000 0000 0000 1001 0001 0000,Gdnmu
vmull._3,1111 0010 1000 0000 1000 1100 0000 0000,QdGnmU
vmul.p8_3,1111 0011 0000 0000 0000 1001 0101 0000,Qdnm
vmul.p8_3,1111 0010 0000 0000 0000 1001 0001 0000,Gdnm
vmull.p8_3,1111 0010 1000 0000 1000 1110 0000 0000,QdGnm

# by scalar
vmla.i16_3,1111 0011 1001 0000 0000 0000 0100 0000,Qdnj
vmla.i16_3,1111 0010 1001 0000 0000 0000 0100 0000,Gdnj
vmla.i32_3,1111 0011 1010 0000 0000 0000 0100 0000,Qdnj
vmla.i32_3,1111 0010 1010 0000 0000 0000 0100 0000,Gdnj
vmla.f32_3,1111 0011 1010 0000 0000 0001 0100 0000,Qdnj
vmla.f32_3,1111 0010 1010 0000 0000 0001 0100 0000,Gdnj
vmlal.s16_3,1111 0010 1001 0000 0000 0010 0100 0000,QdGnJ
vmlal.s32_3,1111 0010 1010 0000 0000 0010 0100 0000,QdGnJ
vmlal.u16_3,1111 0011 1001 0000 0000 0010 0100 0000,QdGnJ
vmlal.u32_3,1111 0011 1010 0000 0000 0010 0100 0000,QdGnJ
vmls.i16_3,1111 0011 1001 0000 0000 0100 0100 0000,Qdnj
vmls.i16_3,1111 0010 1001 0000 0000 0100 0100 0000,Gdnj
vmls.i32_3,1111 0011 1010 0000 0000 0100 0100 0000,Qdnj
vmls.i32_3,1111 0010 1010 0000 0000 0100 0100 0000,Gdnj
vmls.f32_3,1111 0011 1010 0000 0000 0101 0100 0000,Qdnj
vmls.f32_3,1111 0010 1010 0000 0000 0101 0100 0000,Gdnj
vmlsl.s16_3,1111 0010 1001 0000 0000 0110 0100 0000,QdGnJ
vmlsl.s32_3,1111 0010 1010 0000 0000 0110 0100 0000,QdGnJ
vmlsl.u16_3,1111 0011 1001 0000 0000 0110 0100 0000,QdGnJ
vmlsl.u32_3,1111 0011 1010 0000 0000 0110 0100 0000,QdGnJ
vmul.i16_3,1111 0011 1001 0000 0000 1000 0100 0000,Qdnj
vmul.i16_3,1111 0010 1001 0000 0000 1000 0100 0000,Gdnj
vmul.i32_3,1111 0011 1010 0000 0000 1000 0100 0000,Qdnj
vmul.i32_3,1111 0010 1010 0000 0000 1000 0100 0000,Gdnj
vmul.f32_3,1111 0011 1010 0000 0000 1001 0100 0000,Qdnj
vmul.f32_3,1111 0010 1010 0000 0000 1001 0100 0000,Gdnj
vmull.s16_3,1111 0010 1001 0000 0000 1010 0100 0000,QdGnJ
vmull.s32_3,1111 0010 1010 0000 0000 1010 0100 0000,QdGnJ
vmull.u16_3,1111 0011 1001 0000 0000 1010 0100 0000,QdGnJ
vmull.u32_3,1111 0011 1010 0000 0000 1010 0100 0000,QdGnJ

vmla.f32_3,1111 0010 0000 0000 0000 1101 0101 0000,Qdnm
vmla.f32_3,1111 0010 0000 0000 0000 1101 0001 0000,Gdnm
vmls.f32_3,1111 0010 0010 0000 0000 1101 0101 0000,Qdnm
vmls.f32_3,1111 0010 0010 0000 0000 1101 0001 0000,Gdnm
vmul.f32_3,1111 0011 0000 0000 0000 1101 0101 0000,Qdnm
vmul.f32_3,1111 0011 0000 0000 0000 1101 0001 0000,Gdnm

vpmax._3,1111 0010 0000 0000 0000 1001 0000 0000,GdnmU
vpmin._3,1111 0010 0000 0000 0000 1001 0001 0000,GdnmU
vpadd.i_3,1111 0010 0000 0000 0000 1011 0001 0000,Gdnmu

vqdmulh.s16_3,1111 0010 0001 0000 0000 1011 0100 0000,Qdnm
vqdmulh.s32_3,1111 0010 0010 0000 0000 1011 0100 0000,Qdnm
vqdmulh.s16_3,1111 0010 0001 0000 0000 1011 0000 0000,Gdnm
vqdmulh.s32_3,1111 0010 0010 0000 0000 1011 0000 0000,Gdnm
vqdmulh.s16_3,1111 0011 1001 0000 0000 1100 0100 0000,Qdnk
vqdmulh.s32_3,1111 0010 1010 0000 0000 1100 0100 0000,Gdnl
vqdmulh.s16_3,1111 0011 1001 0000 0000 1100 0100 0000,Qdnk
vqdmulh.s32_3,1111 0010 1010 0000 0000 1100 0100 0000,Gdnl
vrqdmulh.s16_3,1111 0011 0001 0000 0000 1011 0100 0000,Qdnm
vrqdmulh.s32_3,1111 0011 0010 0000 0000 1011 0100 0000,Qdnm
vrqdmulh.s16_3,1111 0011 0001 0000 0000 1011 0000 0000,Gdnm
vrqdmulh.s32_3,1111 0011 0010 0000 0000 1011 0000 0000,Gdnm
vrqdmulh.s16_3,1111 0011 1001 0000 0000 1101 0100 0000,Qdnk
vrqdmulh.s32_3,1111 0011 1010 0000 0000 1101 0100 0000,Qdnl
vrqdmulh.s16_3,1111 0010 1001 0000 0000 1101 0100 0000,Gdnk
vrqdmulh.s32_3,1111 0010 1010 0000 0000 1101 0100 0000,Gdnl
vqdmull.s16_3,1111 0010 1001 0000 0000 1101 0000 0000,QdGnm
vqdmull.s32_3,1111 0010 1010 0000 0000 1101 0000 0000,QdGnm
vqdmull.s16_3,1111 0010 1001 0000 0000 1011 0100 0000,QdGnk
vqdmull.s32_3,1111 0010 1010 0000 0000 1011 0100 0000,QdGnl

vfma.f32_3,1111 0010 0000 0000 0000 1100 0101 0000,Qdnm  -- ASIMDv2
vfma.f32_3,1111 0010 0000 0000 0000 1100 0001 0000,Gdnm  -- ASIMDv2
vfms.f32_3,1111 0010 0010 0000 0000 1100 0101 0000,Qdnm  -- ASIMDv2
vfms.f32_3,1111 0010 0010 0000 0000 1100 0001 0000,Gdnm  -- ASIMDv2

vadd.f32_3,1111 0010 0000 0000 0000 1101 0100 0000,Qdnm
vadd.f32_3,1111 0010 0000 0000 0000 1101 0000 0000,Gdnm
vsub.f32_3,1111 0010 0010 0000 0000 1101 0100 0000,Qdnm
vsub.f32_3,1111 0010 0010 0000 0000 1101 0000 0000,Gdnm
vpadd.f32_3,1111 0011 0000 0000 0000 1101 0000 0000,Gdnm
vabd.f32_3,1111 0011 0010 0000 0000 1101 0100 0000,Qdnm
vabd.f32_3,1111 0011 0010 0000 0000 1101 0000 0000,Gdnm

vceq.f32_3,1111 0010 0000 0000 0000 1110 0100 0000,Qdnm
vceq.f32_3,1111 0010 0000 0000 0000 1110 0000 0000,Gdnm
vcge.f32_3,1111 0011 0000 0000 0000 1110 0100 0000,Qdnm
vcge.f32_3,1111 0011 0000 0000 0000 1110 0000 0000,Gdnm
vcgt.f32_3,1111 0011 0010 0000 0000 1110 0100 0000,Qdnm
vcgt.f32_3,1111 0011 0010 0000 0000 1110 0000 0000,Gdnm
vcle.f32_3,1111 0011 0000 0000 0000 1110 0100 0000,Qdmn
vcle.f32_3,1111 0011 0000 0000 0000 1110 0000 0000,Gdmn
vclt.f32_3,1111 0011 0010 0000 0000 1110 0100 0000,Qdmn
vclt.f32_3,1111 0011 0010 0000 0000 1110 0000 0000,Gdmn
vacge.f32_3,1111 0011 0000 0000 0000 1110 0101 0000,Qdnm
vacge.f32_3,1111 0011 0000 0000 0000 1110 0001 0000,Gdnm
vacgt.f32_3,1111 0011 0010 0000 0000 1110 0101 0000,Qdnm
vacgt.f32_3,1111 0011 0010 0000 0000 1110 0001 0000,Gdnm
vacle.f32_3,1111 0011 0000 0000 0000 1110 0101 0000,Qdmn
vacle.f32_3,1111 0011 0000 0000 0000 1110 0001 0000,Gdmn
vaclt.f32_3,1111 0011 0010 0000 0000 1110 0101 0000,Qdmn
vaclt.f32_3,1111 0011 0010 0000 0000 1110 0001 0000,Gdmn

vmax.f32_3,1111 0010 0000 0000 0000 1111 0100 0000,Qdnm
vmax.f32_3,1111 0010 0000 0000 0000 1111 0000 0000,Gdnm
vmin.f32_3,1111 0010 0010 0000 0000 1111 0100 0000,Qdnm
vmin.f32_3,1111 0010 0010 0000 0000 1111 0000 0000,Gdnm
vpmax.f32_3,1111 0011 0000 0000 0000 1111 0100 0000,Qdnm
vpmax.f32_3,1111 0011 0000 0000 0000 1111 0000 0000,Gdnm
vpmin.f32_3,1111 0011 0010 0000 0000 1111 0100 0000,Qdnm
vpmin.f32_3,1111 0011 0010 0000 0000 1111 0000 0000,Gdnm

vrecps.f32_3,1111 0010 0000 0000 0000 1111 0101 0000,Qdnm
vrecps.f32_3,1111 0010 0000 0000 0000 1111 0001 0000,Gdnm
vrsqrts.f32_3,1111 0010 0010 0000 0000 1111 0101 0000,Qdnm
vrsqrts.f32_3,1111 0010 0010 0000 0000 1111 0001 0000,Gdnm

vaddl._3,1111 0010 1000 0000 0000 0000 0000 0000,QdGnmU
vaddw._3,1111 0010 1000 0000 0000 0001 0000 0000,QdnGmU
vsubl._3,1111 0010 1000 0000 0000 0010 0000 0000,QdGnmU
vsubw._3,1111 0010 1000 0000 0000 0011 0000 0000,QdnGmU

vaddhn.i16_3,1111 0010 1000 0000 0000 0100 0000 0000,GdQnm
vaddhn.i32_3,1111 0010 1001 0000 0000 0100 0000 0000,GdQnm
vaddhn.i64_3,1111 0010 1010 0000 0000 0100 0000 0000,GdQnm
