# existing: D = Rd (8+4), N = Rn (16+4), M = Rm (0+4)
# existing: R = reglist[16], o = Rn + writeback, L = load
# existing: s flag (20+1)

# done: T = Rt (12+4), p = shift (type 4+2, imm 6+2, 12+3), Z = Rm + Rm->Rn

# need altering: I = imm12 (0+8, 12+3, 26+1)
# need altering: B = label (imm12) 

# new (easy): z = imm5 (0+5), v = imm2 (4+2), w = imm8 (0+8)
# new (mid) : x = imm5 (6+2, 12+3), y = imm16 (0+8, 12+3, 26+1, 16+4)
# new (hard): W = imm(B), V = imm(Bcond), J = label + (21=1,23=1 if negative)
# THUMB new: K = timm8 (16+8), k = tRn (16+3), C = tlabel imm6 ('0', 19+5, 25+1)

# nop16 = 1011 1111 0000 0000
# nop32 = 1111 0011 1010 1111 1000 0000 0000 0000


adc_3,1111 0001 0100 0000 0000 0000 0000 0000,DNIs
adc_3,1110 1011 0100 0000 0000 0000 0000 0000,DNMs
adc_4,1110 1011 0100 0000 0000 0000 0000 0000,DNMps

add_3,1111 0001 0000 0000 0000 0000 0000 0000,DNIs
add_3,1110 1011 0000 0000 0000 0000 0000 0000,DNMs
add_4,1110 1011 0000 0000 0000 0000 0000 0000,DNMps

addw_3,1111 0010 0000 0000 0000 0000 0000 0000,DNI

adr_2,1111 0010 0000 1111 0000 0000 0000 0000,DJ  -- bits 21/23 different depending on direction: before = 1, after = 0

and_3,1111 0000 0000 0000 0000 0000 0000 0000,DNIs
and_3,1110 1010 0000 0000 0000 0000 0000 0000,DNMs
and_4,1110 1010 0000 0000 0000 0000 0000 0000,DNMps

asr_3,1110 1010 0100 1111 0000 0000 0010 0000,DMxs
asr_3,1111 1010 0100 0000 1111 0000 0000 0000,DNMs

# WTF is the encoding for this
b_1,1111 0000 0000 0000 1001 0000 0000 0000,W
bal_1,1111 0000 0000 0000 1001 0000 0000 0000,W

beq_1,1111 0000 0000 0000 1000 0000 0000 0000,V
bne_1,1111 0000 0100 0000 1000 0000 0000 0000,V
bcs_1,1111 0000 1000 0000 1000 0000 0000 0000,V
bcc_1,1111 0000 1100 0000 1000 0000 0000 0000,V
bmi_1,1111 0001 0000 0000 1000 0000 0000 0000,V
bpl_1,1111 0001 0100 0000 1000 0000 0000 0000,V
bvs_1,1111 0001 1000 0000 1000 0000 0000 0000,V
bvc_1,1111 0001 1100 0000 1000 0000 0000 0000,V
bhi_1,1111 0010 0000 0000 1000 0000 0000 0000,V
bls_1,1111 0010 0100 0000 1000 0000 0000 0000,V
bge_1,1111 0010 1000 0000 1000 0000 0000 0000,V
blt_1,1111 0010 1100 0000 1000 0000 0000 0000,V
bgt_1,1111 0011 0000 0000 1000 0000 0000 0000,V
ble_1,1111 0011 0100 0000 1000 0000 0000 0000,V

bl_1,1111 0000 0000 0000 1101 0000 0000 0000,W
blal_1,1111 0000 0000 0000 1101 0000 0000 0000,W

blx_1,0100 0111 1000 0000 1011 1111 0000 0000,w    -- with bonus nop
bx_1,0100 0111 0000 0000 1011 1111 0000 0000,w     -- with bonus nop

bfc_3,1111 0011 0110 1111 0000 0000 0000 0000,Dxz

bfi_4,1111 0011 0110 0000 0000 0000 0000 0000,DNxz

bic_3,1111 0000 0010 0000 0000 0000 0000 0000,DNIs
bic_3,1110 1010 0010 0000 0000 0000 0000 0000,DNMs
bic_4,1110 1010 0010 0000 0000 0000 0000 0000,DNMps

bkpt_1,1011 1110 0000 0000 1011 1111 0000 0000,K   -- with bonus nop

cbz_2,1011 0001 0000 0000 1011 1111 0000 0000,kC   -- with bonus nop
cbnz_2,1011 1001 0000 0000 1011 1111 0000 0000,kC  -- with bonus nop
# cdp
# cdp2
# clrex
clz_2,1111 1010 1011 0000 1111 0000 1000 0000,DZ
cmn_2,1111 0001 0001 0000 0000 1111 0000 0000,NI  -- condition flags only
cmn_2,1110 1011 0001 0000 0000 1111 0000 0000,NM  -- condition flags only
cmn_3,1110 1011 0001 0000 0000 1111 0000 0000,NMp -- condition flags only
cmp_2,1111 0001 1011 0000 0000 1111 0000 0000,NI  -- condition flags only
cmp_2,1110 1011 1011 0000 0000 1111 0000 0000,NM  -- condition flags only
cmp_3,1110 1011 1011 0000 0000 1111 0000 0000,NMp -- condition flags only
# cps
# dbg
# dmb
# dsb
eor_3,1111 0000 1000 0000 0000 0000 0000 0000,DNIs
eor_3,1110 1010 1000 0000 0000 0000 0000 0000,DNMs
eor_4,1110 1010 1000 0000 0000 0000 0000 0000,DNMps
# isb
# it: NOPE NOPE NOPE NOPE NOPE
# ldc
ldm_2,1110 1000 1001 0000 0000 0000 0000 0000,oR
ldmdb_2|ldmea_2,1110 1001 0001 0000 0000 0000 0000 0000,oR

ldr_2,1111 1000 0101 0000 0000 0000 0000 0000,TL
ldr_3,1111 1000 0101 0000 0000 0000 0000 0000,TL
ldr_4,1111 1000 0101 0000 0000 0000 0000 0000,TL

ldrb_2,1111 1000 0001 0000 0000 0000 0000 0000,TL
ldrb_3,1111 1000 0001 0000 0000 0000 0000 0000,TL
ldrb_4,1111 1000 0001 0000 0000 0000 0000 0000,TL

